_id,level,max_velocity,name,type
303710159,3,,,primary_link
303710160,3,,,primary_link
303726063,4,30,Kênh Tân Hoá,tertiary
303754188,4,,Võ Văn Tần,tertiary
303754189,4,,Nguyễn Ðình Chiểu,tertiary
303754190,4,,Võ Văn Tần,tertiary
304359231,4,,,tertiary
304360839,4,,Nguyễn Thị Nhỏ,tertiary
304360842,4,,Nguyễn Thị Nhỏ,tertiary
304435213,4,,Thống Nhất,tertiary
304468398,4,,,unclassified
304468617,3,,Cầu Tân Thuận 2,primary_link
304468618,2,70,Nguyễn Văn Linh,primary
305381970,4,,Đường số 16,unclassified
305402843,4,,Kha Vạn Cân,tertiary
305402846,4,,Kha Vạn Cân,tertiary
305402847,4,,Hiệp Bình,tertiary
306072865,2,,Tôn Ðức Thắng,primary
306073177,1,50,Cầu Sài Gòn 1,trunk
306073178,2,50,Cầu Sài Gòn 1,primary
306073179,1,60,Cầu Sài Gòn 2,trunk
306073180,2,60,Cầu Sài Gòn 2,primary
306130120,3,,Nhánh C2,motorway_link
306641038,2,,Hai Bà Trưng,primary
307664812,2,60,Võ Trần Chí,primary
307664813,2,60,Cầu Kênh 6,primary
307664814,2,60,Cầu Kênh 6,primary
307664816,2,60,Võ Trần Chí,primary
307669097,4,,Số 10,unclassified
307745725,2,,Nguyễn Oanh,primary
308451238,3,,,primary_link
308479601,4,,,unclassified
308479629,4,,,unclassified
309091600,4,,,tertiary
309569628,4,,,unclassified
309569638,4,,,unclassified
309579663,4,,,tertiary
310900571,4,,Đường số 26,tertiary
311378702,2,,Vòng xoay,primary
311378706,4,,Phan Văn Trị,tertiary
311687973,1,120,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
311688116,1,80,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
311688117,1,60,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway
312016073,4,,Trường Sa,tertiary
312160890,3,,,secondary_link
312371747,1,80,Cầu vượt Hương lộ 2,trunk
312371748,1,80,Cầu vượt Hương lộ 2,trunk
312917607,4,,,unclassified
312917608,4,,,unclassified
312917609,4,,,unclassified
312918511,4,,,unclassified
312918512,4,,,unclassified
312918513,4,,,unclassified
314200398,3,40,Nguyễn Văn Linh,primary_link
315564842,2,,Hoàng Văn Thụ,primary
315635807,4,,,unclassified
315658194,2,,Cầu Phú Long,primary
315658210,2,,Cầu Phú Long,primary
315658232,4,,Thạnh Lộc 29,tertiary
315658247,2,,,primary
315658252,2,,,primary
315718671,2,,Cầu Trùm Bích,primary
315718672,2,,Hà Huy Giáp,primary
315718690,4,,Thạnh Lộc 29,unclassified
315718700,4,,Thạnh Lộc 29,unclassified
315718744,4,,Thạnh Lộc 30,unclassified
315886649,4,,Xuân Thới 3,unclassified
315886652,4,,,unclassified
315886659,4,,,unclassified
315886662,4,,,unclassified
315886669,4,,Xuân Thới Thuượng 7,unclassified
315886702,4,,,unclassified
315886704,4,,,tertiary
315886728,4,,BÀ Diểm 3,unclassified
315886733,4,,,unclassified
315886742,4,,,unclassified
315886762,4,,,unclassified
315886776,4,,,unclassified
315886780,4,,Hậu Lân - Bà Diểm,unclassified
315886782,4,,,unclassified
315886785,4,,,unclassified
315886799,4,,,unclassified
315899291,4,,,tertiary
315899292,4,,,tertiary
315899293,4,,,tertiary
315899295,3,,,secondary_link
315899296,4,,,tertiary
315899297,3,,,secondary_link
315899299,3,,,secondary_link
315899300,3,,,secondary
315899301,4,,,tertiary
315899302,4,40,,tertiary
315899303,4,,,tertiary
315899305,4,,,tertiary
315899308,3,,D2,secondary
316618619,2,,Nguyễn Hữu Thọ,primary
316618666,2,,Nguyễn Hữu Thọ,primary
316618923,3,,Nguyễn Lương Bằng,secondary
317064968,4,,,tertiary
317158381,3,60,Nhánh B1A,motorway_link
317200050,1,80,Mai Chí Thọ,trunk
317200051,1,40,Mai Chí Thọ,trunk
317200052,1,60,Mai Chí Thọ,trunk
317314468,4,,Phú Thuận,unclassified
317314469,3,,Huỳnh Tấn Phát,secondary
317348793,3,,,secondary_link
317348794,3,,,secondary_link
318026807,4,,Trần Huy Liệu,tertiary
318034466,3,,Nhánh A2,motorway_link
318079306,3,60,Nhánh B1,motorway_link
318079823,1,80,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
318170833,3,,Nhánh B2,motorway_link
318180350,2,40,Mai Chí Thọ,primary
318180351,1,60,Mai Chí Thọ,trunk
318180352,2,50,Mai Chí Thọ,primary
318212119,3,,Nhánh B2,motorway_link
318212123,1,80,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway
318273451,4,,,unclassified
318273453,4,,,unclassified
319309752,4,,Nguyễn Thông,unclassified
319790115,2,,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary
320164938,4,,Trường Sa,tertiary
320379105,4,,Lê Thánh Tôn,tertiary
320379106,4,,Lê Thánh Tôn,tertiary
320897201,3,,Nhánh D2,motorway_link
320897717,3,,X5,motorway_link
320897719,3,,X4,motorway_link
320897720,1,60,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway
320897721,3,60,Nhánh A2,motorway_link
320897724,3,,Nhánh B2,motorway_link
321568283,3,,,trunk_link
322142359,2,,Cầu vượt Lăng Cha Cả,primary
322191373,1,80,Xa Lộ Hà Nội,trunk
322875685,4,,Tô Ngọc Vân,tertiary
322875688,4,,,unclassified
322875716,4,,Thạnh Lộc 43,unclassified
322876364,4,,,unclassified
322879711,4,,,unclassified
322879723,4,,,unclassified
322993689,4,,,unclassified
322993691,4,,,unclassified
322993695,4,,,unclassified
322993705,4,,,unclassified
322993709,3,,,trunk_link
322993714,4,,,unclassified
323050271,4,,,tertiary
323397719,2,,Tôn Ðức Thắng,primary
323398643,1,60,Nhánh A1,motorway
323398644,3,,Nhánh B2,motorway_link
325369869,2,,Nguyễn Hữu Cảnh,primary
326770976,3,,Nguyễn Trãi,secondary
326770977,4,,Lê Lai,tertiary
326770978,2,,Trần Hưng Ðạo,primary
326770982,3,,Hàm Nghi,secondary
326770983,4,,Pasteur,tertiary
326770986,2,,Pasteur,primary
326770989,4,,Quốc lộ 1,tertiary
326770991,1,60,Cầu vượt Linh Xuân,trunk
326770992,1,60,Cầu vượt Linh Xuân,trunk
326770994,1,60,Quốc lộ 1,trunk
326770995,1,60,Quốc lộ 1,trunk
326770998,4,,,tertiary
326771000,4,,Quốc lộ 1,tertiary
326771002,4,,Dương Văn Cam,tertiary
326771003,2,50,Điện Biên Phủ,primary
326771004,4,,Nguyễn Bỉnh Khiêm,tertiary
326771005,4,,Nguyễn Ðình Chiểu,tertiary
326771006,4,,Nam Kỳ Khởi Nghĩa,tertiary
326771007,4,,Nam Kỳ Khởi Nghĩa,tertiary
326772491,4,,Hàm Nghi,tertiary
326846278,4,,Cầu Calmette,tertiary
326848001,3,40,Châu Văn Liêm,secondary
326848004,2,,Công Trường Mê Linh,primary
326848005,2,,Công Trường Mê Linh,primary
326848006,2,,Hai Bà Trưng,primary
326848007,3,,Hàm Nghi,secondary
326848009,4,,Lê Lợi,tertiary
326848010,4,,Lê Lợi,tertiary
326848017,4,,Nguyễn Trãi,tertiary
326848021,4,,Phó Ðức Chính,tertiary
326848022,4,,Phó Ðức Chính,tertiary
326848024,4,,Phó Ðức Chính,tertiary
326848028,2,,Tôn Đức Thắng,primary
326848029,2,,Tôn Ðức Thắng,primary
326849838,4,10,Đường dẫn Ga Quốc Nội,tertiary
326849839,3,10,,secondary_link
326849840,4,10,Đường dẫn Sảnh Đến Quốc tế,tertiary
326849841,4,,Lê Lai,tertiary
326849842,2,,Nam Kỳ Khởi Nghĩa,primary
326849844,2,,Nguyễn Thị Minh Khai,primary
326849845,2,,Nguyễn Thị Minh Khai,primary
326849846,2,,Pasteur,primary
326849847,3,,Trường Sơn,secondary
326849848,2,,Võ Thị Sáu,primary
326849849,2,,Võ Thị Sáu,primary
326849852,3,,Đường số 9A,secondary
326849853,3,,Đường số 9A,secondary
327048050,2,,Cầu vượt Lăng Cha Cả,primary
327048051,2,,Hoàng Văn Thụ,primary
327048052,4,,Nguyễn Ðình Chiểu,tertiary
327048054,4,,Bà Huyện Thanh Quan,tertiary
327048055,4,,Bà Huyện Thanh Quan,tertiary
327048056,4,,Lê Lai,tertiary
327048057,3,,Trần Hưng Ðạo,secondary
327048058,2,,Nguyễn Văn Cừ,primary
327074920,2,,Ðiện Biên Phủ,primary
327090281,4,,Cầu Nguyễn Văn Cừ,tertiary
327090282,3,,Võ Văn Kiệt,primary_link
327090283,2,,Võ Văn Kiệt,primary
327090284,2,,Võ Văn Kiệt,primary
327090285,3,,Võ Văn Kiệt,primary_link
327090291,3,,,primary_link
327090292,2,,,primary
327097625,3,,3 Tháng 2,primary_link
327097628,4,,Bình Tiên,tertiary
327097630,4,,Cao Thắng,tertiary
327097633,2,,Kinh Dương Vương,primary
327097634,2,,Kinh Dương Vương,primary
327097636,2,,Nguyễn Thị Minh Khai,primary
327097640,4,,Nguyễn Văn Luông,tertiary
327097643,4,40,Phạm Văn Chí,tertiary_link
327097648,3,,vòng xoay Thái Bình,secondary
327097661,2,,Ðiện Biên Phủ,primary
327097662,2,,Ðiện Biên Phủ,primary
327181426,4,,,tertiary
327181427,4,,Cao Thắng,tertiary
327181428,4,,Cống Quỳnh,tertiary
327181429,2,,Công Trường Mê Linh,primary
327181430,3,40,Hậu Giang,secondary
327181431,2,,Kinh Dương Vương,primary
327181433,4,,Nguyễn Ðình Chiểu,tertiary
327181434,4,,Nguyễn Ðình Chiểu,tertiary
327181435,2,,Nguyễn Thị Minh Khai,primary
327192436,3,40,Hậu Giang,secondary_link
327262608,4,,Đường sô 44,unclassified
327427168,4,,,tertiary
327427169,4,,,tertiary
327452998,4,,,unclassified
327579796,4,,,unclassified
327579797,4,,Tô Ngọc Vân,tertiary
327579798,4,,Tô Ngọc Vân,tertiary
327591192,4,,,unclassified
327591216,4,,,unclassified
327591220,4,,,unclassified
327591286,4,,,unclassified
327591354,4,,,unclassified
327591365,4,,,unclassified
327596572,3,,Nguyễn Ảnh Thủ,secondary
328168531,2,,Phạm Văn Đồng,primary
328168532,2,60,Phạm Văn Đồng,primary
328183419,4,,Thạnh Lộc 15,unclassified
328183437,4,,Thạnh Lộc 27,tertiary
328183438,4,,,tertiary
328183446,4,,,tertiary
328374357,3,,,secondary_link
328804667,3,,,secondary_link
328804672,4,,,unclassified
329878176,2,,Hà Huy Giáp,primary
329878177,2,,Hai Bà Trưng,primary
329878178,2,,Hai Bà Trưng,primary
329878179,2,,Hoàng Văn Thụ,primary
329878180,4,,Lê Lợi Boulevard,tertiary
329878181,3,,Lý Tự Trọng,secondary
329878182,3,,Lý Tự Trọng,secondary
329878183,4,,Nam Kỳ Khởi Nghĩa,tertiary
329878184,4,,Nam Kỳ Khởi Nghĩa,tertiary
329878186,4,,Pasteur,tertiary
329878187,4,,Pasteur,tertiary
330035859,3,,Phan Đình Giót,secondary
330035860,2,,Trần Quốc Hoàn,primary
330035861,2,80,Trường Chinh,primary
330035862,1,60,Quốc lộ 22,trunk
330035863,4,,Trung Mỹ Tây 2A,unclassified
330035864,1,60,Quốc lộ 22,trunk
330035865,1,60,Quốc lộ 22,trunk
330035866,2,60,Quốc lộ 22,primary
330071250,2,,Hoàng Văn Thụ,primary
330071253,2,80,Trường Chinh,primary
330071254,2,80,Trường Chinh,primary
330237273,2,,Quốc lộ 1K,primary
330237274,2,,Quốc lộ 1K,primary
330239278,2,60,Phạm Văn Đồng,primary
330239279,2,60,Phạm Văn Đồng,primary
330239280,3,,,primary_link
330374253,2,,Bạch Đằng,primary
330374254,2,,Bạch Đằng,primary
330374257,4,,Lê Hồng Phong,tertiary
330374261,4,,Lê Quang Sung,tertiary
330374266,2,,Quốc lộ 13,primary
330374269,2,,Quốc lộ 13,primary
330374271,3,,Ngô Gia Tự,secondary
330374273,4,,Nguyễn Chí Thanh,tertiary
330374285,1,60,Quốc lộ 1,trunk
330374286,4,,Quốc lộ 1,tertiary
330374288,4,,Quốc lộ 1,tertiary
330374290,4,,Quốc lộ 1,tertiary
330374291,4,,Quốc lộ 1,tertiary
330374295,2,,Trần Phú,primary
330374298,1,60,Quốc lộ 1,trunk
330374300,1,60,Quốc lộ 1,trunk
330374319,2,,Đinh Bộ Lĩnh,primary
330378022,4,,Bà Huyện Thanh Quan,tertiary
330378025,2,,Hùng Vương,primary
330378031,4,,Trang Tử,tertiary
330378032,4,,Võ Văn Tần,tertiary
330378033,1,60,Quốc lộ 1,trunk
330532278,3,,An Dương Vương,secondary
330532280,1,50,Điện Biên Phủ,trunk
330532283,2,50,Điện Biên Phủ,primary
330532285,1,50,Điện Biên Phủ,trunk
330532288,3,50,Điện Biên Phủ,trunk_link
330532290,1,60,Điện Biên Phủ,trunk
330532292,3,,Đỗ Xuân Hợp,secondary
330532295,3,,Đỗ Xuân Hợp,secondary
330532300,1,80,Xa lộ Hà Nội,trunk
330532302,1,80,Xa lộ Hà Nội,trunk
330532303,3,50,,trunk_link
330532304,1,80,Xa Lộ Hà Nội,trunk
330532305,1,80,Xa Lộ Hà Nội,trunk
330532306,1,60,Xa Lộ Hà Nội,trunk
330532309,1,60,Xa Lộ Hà Nội,trunk
330532312,2,,Hồng Bàng,primary
330532314,2,,Hùng Vương,primary
330532317,4,,Lê Văn Chí,tertiary
330532319,1,60,Quốc lộ 1,trunk
330532321,1,60,Quốc lộ 1,trunk
330532328,2,,Nguyễn Tri Phương,primary
330532332,2,,Nguyễn Văn Cừ,primary
330532335,2,,Nguyễn Văn Cừ,primary
330532340,4,,Võ Văn Ngân,tertiary
330532343,4,,Võ Văn Ngân,tertiary
330532348,2,50,Xa lộ Hà Nội,primary
330532351,1,50,Xa Lộ Hà Nội,trunk
330532355,1,60,Xa lộ Hà Nội,trunk
330532357,2,,Xô Viết Nghệ Tĩnh,primary
330532361,2,40,Xa Lộ Hà Nội,primary
330532363,4,,,tertiary
330532364,2,50,Điện Biên Phủ,primary
330539272,2,,Nguyễn Thị Minh Khai,primary
330618199,4,,,unclassified
330618200,4,,,unclassified
330618204,4,,,unclassified
330618206,3,,Nguyễn Ảnh Thủ,secondary
330618207,4,,,unclassified
330618208,4,,,unclassified
330618209,4,,,unclassified
330618210,4,,,unclassified
330618652,4,,,unclassified
330654853,2,,Hoàng Diệu,primary
330654855,2,,Hoàng Diệu,primary
330654857,2,,Hoàng Diệu,primary
330654860,2,,Khánh Hội,primary
330654862,4,,Tôn Thất Thuyết,tertiary
330800286,4,,,unclassified
330800305,4,,Đường số 3,tertiary
330800309,4,,Đường Liên Ấp 5-6,unclassified
330800331,4,,,unclassified
330800332,4,,,unclassified
330800334,4,,Đường số 6,unclassified
330805082,3,,Vĩnh Lộc,secondary
330805084,4,,,unclassified
330805087,4,,Đường số 2A,unclassified
330805100,4,,Đường số 2,tertiary
330805102,4,,Đường số 2,tertiary
330805103,4,,Đường số 2,tertiary
330809451,4,,,unclassified
330809460,4,,,unclassified
330809479,4,,,unclassified
330871757,4,,,unclassified
330871776,4,,,unclassified
330919100,4,,,unclassified
330919136,4,,Đường số 2,tertiary
330919137,4,,Đường số 3B,unclassified
330919139,4,,Đường số 3,tertiary
330921633,4,,Đường số 10,unclassified
330921647,4,,,unclassified
331790871,4,,Lâm Viên,unclassified
331790879,4,,Lâm Viên,unclassified
331790880,4,,Lâm Viên,unclassified
331790881,4,,Lâm Viên,unclassified
331790882,4,,Lâm Viên,unclassified
331791284,4,,Lâm Viên,unclassified
332925046,4,,,unclassified
332925047,4,,,unclassified
332925048,4,,,unclassified
333220661,3,,Nhánh D2,motorway_link
333220664,1,80,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
333379575,4,,,tertiary
333380150,1,80,Nguyễn Văn Linh,trunk
336325176,2,,Quốc lộ 1,primary
336325180,1,80,Quốc lộ 1,trunk
338063100,4,,Lê Thánh Tôn,tertiary
339106354,4,,Bàn Cờ,unclassified
339313797,1,100,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway
339315416,1,80,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
339321612,1,50,Xa Lộ Hà Nội,trunk
339357646,3,,,motorway_link
339358502,1,,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
339360064,1,60,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway
339360614,1,120,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway
340785352,4,,Trần Quang Cơ,unclassified
341504312,4,,Nguyễn Huệ,tertiary
343886792,3,,Hoàng Sa,primary_link
348208475,4,,Trường Sa,tertiary
358035432,4,,Trần Văn Giàu,tertiary
358035437,3,,,primary_link
358035440,4,,,tertiary_link
358286574,4,,,unclassified
358286575,4,,,unclassified
358286896,4,,,unclassified
359006887,3,,,primary_link
359007396,4,,Tân Sơn,tertiary
359007398,4,,Tân Sơn,tertiary
359019799,4,,Tân Sơn,tertiary
359019801,4,,Tân Sơn,tertiary
359262462,4,,Tân Sơn,tertiary
359262463,4,,Tân Sơn,tertiary
359262465,4,,Cầu,tertiary
359263749,4,,,unclassified
359263764,4,,,unclassified
359264501,3,,,primary_link
359466982,4,,,tertiary_link
359488312,4,,Nguyễn Xí,tertiary
359549084,4,,Phan Văn Trị,tertiary
359550384,4,,Lê Quang Định,tertiary
359550387,4,,Lê Quang Định,tertiary
359550390,4,,Nguyễn Văn Nghi,tertiary
359552103,2,40,Phạm Văn Đồng,primary
359552105,2,40,Phạm Văn Đồng,primary
359552106,4,,Lê Quang Định,tertiary
359552516,4,,Lê Quang Định,tertiary
360129126,3,,,trunk_link
360422876,4,,,unclassified
360974215,4,,,tertiary_link
360974216,3,,Trường Chinh,primary_link
361096388,4,,,unclassified
361097020,4,,,unclassified
361097061,4,,,unclassified
361097284,4,,Thạnh Xuân 25,tertiary
363261627,4,,Tân Sơn,tertiary
363261628,4,,Tân Sơn,tertiary
363261629,4,,Tân Sơn,tertiary
363261631,4,,Tân Sơn,tertiary
364296235,4,,Quản Trọng Linh,tertiary
364296242,4,,Quản Trọng Linh,tertiary
364296247,4,,Quản Trọng Linh,tertiary
366065240,2,,Bạch Đằng,primary
366065241,2,,Hoàng Văn Thụ,primary
366065242,2,,Phan Đăng Lưu,primary
366069921,4,,Nhị Tân 1,tertiary
366069923,4,,Tuyến 7 Xuân Thới Sơn,tertiary
366069942,4,,,unclassified
366069943,4,,,unclassified
366069944,4,,,unclassified
366094561,4,,Bà Huyện Thanh Quan,tertiary
366094562,4,,Cầu Trần Quang Diệu,tertiary
366094563,4,,Cầu Trần Quang Diệu,tertiary
366105824,4,,Cây Bàng,unclassified
366105825,4,,Cây Bàng,tertiary
366105844,4,,Hoàng Thế Thiện,tertiary
366287229,4,,,unclassified
366287239,4,,,unclassified
366287246,4,,,unclassified
366287264,4,,,unclassified
366287268,4,,,unclassified
366287272,4,,,unclassified
366287277,4,,,unclassified
366287287,4,,,unclassified
367977462,4,,Hẻm 506 Lạc Long Quân,unclassified
367999464,4,,,unclassified
368396813,4,,,tertiary
368785549,2,60,Phạm Văn Đồng,primary
368785550,2,,,primary
368785551,2,,,primary
368785552,3,,Phạm Văn Đồng,secondary
368785553,3,,Phạm Văn Đồng,secondary
368787662,2,,Phạm Văn Đồng,primary
368787663,2,,Phạm Văn Đồng,primary
368787664,2,,Phạm Văn Đồng,primary
368788792,3,,Phạm Văn Đồng,secondary
368789461,3,,,secondary
368789462,3,60,Phạm Văn Đồng,secondary
370714686,3,30,Cầu vượt Ngã tư Gò Dưa,trunk_link
370714755,4,,Tô Ngọc Vân,tertiary
370714758,3,,,trunk_link
370714759,3,30,Cầu vượt Ngã tư Gò Dưa,trunk_link
370715100,3,,Bình Chiểu,secondary
370715104,3,,,secondary_link
370715106,3,30,Cầu vượt Ngã tư Gò Dưa,trunk_link
370715675,3,,Cầu vượt Ngã tư Gò Dưa,secondary
370715676,4,,,tertiary
370717133,4,,,unclassified
370717135,4,,,unclassified
372305022,4,,Huỳnh Văn Bánh,tertiary
373417336,4,,,tertiary
373726397,4,,Độc Lập,unclassified
373727572,4,,Nguyễn Thế Truyện,unclassified
373727573,4,,Nguyễn Thế Truyện,unclassified
374813729,4,,Phạm Văn Bạch,tertiary
374813730,4,,Phạm Văn Bạch,tertiary
374813731,4,,Tân Sơn,tertiary
375885282,4,,,unclassified
377269905,3,,,primary_link
377308556,3,50,,primary_link
377308557,2,50,Cách Mạng Tháng Tám,primary
377308561,2,,Lý Thường Kiệt,primary
377308619,3,,,primary_link
377308631,4,,Đồng Đen,tertiary
377308634,4,,Đồng Đen,tertiary
377881079,4,,Nguyễn Huệ,tertiary
378250858,2,,Nguyễn Hữu Thọ,primary
378250859,1,80,Nguyễn Văn Linh,trunk
379717901,4,,Trần Tấn,unclassified
379717902,4,,Nguyễn Văn Săng,unclassified
379717983,4,,Đoàn Hồng Phước,unclassified
383506948,4,,,unclassified
395926804,4,,Trần Xuân Soạn,tertiary
397312336,3,,Nhánh B2,motorway_link
397354317,3,,Cầu vượt Nút giao Quốc lộ 1A (Số 11),trunk_link
397354319,3,,,trunk_link
397354320,3,,,trunk_link
397354748,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354751,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354752,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354753,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354754,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354755,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354756,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354757,1,100,TP Hồ Chí Minh - Trung Lương,motorway
397354759,1,120,TP Hồ Chí Minh - Trung Lương,motorway
397354760,1,120,TP Hồ Chí Minh - Trung Lương,motorway
398640457,4,,Bà Huyện Thanh Quan,tertiary
398665528,4,,Bắc Hải,tertiary
399152053,2,,Quang Trung,primary
399152054,2,,Quang Trung,primary
399567159,4,,Phạm Văn Hai,tertiary
399583620,2,,Phan Đình Phùng,primary
400537386,4,,Trịnh Phong Đáng,unclassified
401130335,3,,Trường Sơn,secondary_link
402927261,2,60,Cầu Bình Lợi,primary
402927262,2,60,,primary
402927263,2,60,Phạm Văn Đồng,primary
402927264,2,60,Phạm Văn Đồng,primary
402927265,2,60,Phạm Văn Đồng,primary
402927266,2,60,Phạm Văn Đồng,primary
402927268,3,,,primary_link
402927270,3,,,primary_link
404351361,1,70,,trunk
404351362,1,70,,trunk
404351363,3,60,,trunk_link
404353951,3,60,,trunk_link
404353952,3,60,,trunk_link
404353953,1,60,,trunk
404356158,1,60,Điện Biên Phủ,trunk
404356159,3,,Điện Biên Phủ,primary_link
404356160,3,50,,primary_link
404359133,1,50,Điện Biên Phủ,trunk
404360199,3,50,Điện Biên Phủ,trunk_link
404368564,2,50,Xa lộ Hà Nội,primary
404368566,2,60,,primary
404368568,1,60,Xa Lộ Hà Nội,trunk
404402090,4,50,,tertiary
404402464,4,50,,tertiary_link
404402465,4,,,tertiary
404413932,4,,,tertiary_link
404413933,4,,,tertiary_link
404514700,2,40,Phạm Văn Đồng,primary
404516417,3,60,Phạm Văn Đồng,secondary
404516657,2,40,Phạm Văn Đồng,primary
404516658,3,40,Phạm Văn Đồng,secondary
404516659,3,60,,secondary
404516660,3,60,,secondary
404516661,3,60,,secondary
404516716,3,50,,secondary
404517245,3,50,,secondary
404517247,3,60,,secondary
404517252,3,50,,secondary
404517260,3,60,,secondary
404517262,3,50,,secondary
404517878,2,70,,primary
404517879,2,70,,primary
404517880,2,70,,primary
404524981,2,,,primary
404527014,1,70,,trunk
404528384,2,,Phạm Văn Đồng,primary
404528386,2,60,Phạm Văn Đồng,primary
404528387,2,,Phạm Văn Đồng,primary
404574200,4,40,,tertiary_link
404574201,4,,,tertiary_link
404670564,3,,,trunk_link
404670566,2,,Hà Huy Giáp,primary
404670810,3,,Hà Huy Giáp,primary_link
404671140,4,60,,tertiary
404671141,4,60,,tertiary
404671142,4,50,,tertiary
404671143,4,70,,tertiary
404672271,4,40,,tertiary
404673964,4,60,Quốc lộ 1,tertiary
404673965,4,60,,tertiary
404673967,4,60,Quốc lộ 1,tertiary
404674688,4,60,Quốc lộ 1,tertiary
404674690,4,60,Quốc lộ 1,tertiary
404674692,4,60,Quốc lộ 1,tertiary
404674693,4,60,Quốc lộ 1,tertiary
404674694,4,60,Quốc lộ 1,tertiary
404674695,4,60,Quốc lộ 1,tertiary
404674838,3,,Tô Ký,trunk_link
404674839,3,,,trunk_link
404676246,3,50,,trunk_link
404676247,4,50,Quốc lộ 1,tertiary
404676248,4,50,,tertiary
404676249,4,50,Lê Thị Riêng,tertiary
404676250,4,,,tertiary
404676251,4,,,tertiary
404676252,4,60,,tertiary
404679177,3,,,secondary
404679178,3,50,,secondary
404679179,3,,,secondary
404679180,3,60,Quốc lộ 1,secondary
404679181,1,80,Quốc lộ 1,trunk
404679766,3,60,Quốc Lộ 1,secondary
404679767,1,80,Quốc lộ 1,trunk
404679768,1,80,Quốc lộ 1,trunk
404679770,3,,,secondary_link
404694339,4,60,Quốc lộ 1,tertiary
404694340,3,,Quốc lộ 1,trunk_link
404694341,4,,Quốc lộ 1,tertiary
405258419,4,,,tertiary
405258622,4,,,tertiary
405259808,4,,,tertiary
405261036,4,,,tertiary
405449764,3,,Tôn Đức Thắng,secondary
408153725,2,,Ðiện Biên Phủ,primary
408153730,2,,Hai Bà Trưng,primary
408161711,4,,Bùi Thị Xuân,unclassified
408164429,4,,Tân Vĩnh,unclassified
408165092,3,,Nguyễn Ảnh Thủ,secondary
408165316,4,,Đường 10A,unclassified
408166703,4,,Cao Thắng,tertiary
408171945,4,,Tam Bình,tertiary
408184343,4,,Đường số 10,tertiary
408187946,4,,Đường số 10,tertiary
408193287,4,,Nguyễn Văn Bá,tertiary
408194034,4,,Chu Văn An,unclassified
408194722,2,50,Võ Văn Kiệt,primary
408197643,4,,Nguyễn Xuân Khoát,unclassified
408200597,2,,Cách Mạng Tháng Tám,primary
408202951,2,,Cách Mạng Tháng Tám,primary
408209656,4,,Tân Kỳ Tân Quý,tertiary
408209657,2,,Trường Chinh,primary
408212794,2,,Cộng Hòa,primary
408212916,2,,Lý Thường Kiệt,primary
408215607,4,,Nguyễn Văn Lượng,unclassified
408215611,2,,Nguyễn Oanh,primary
408225753,4,,Đường số 10,tertiary
408225755,4,,Đường số 10,tertiary
408225756,4,,Đường số 10,tertiary
408225759,4,,Đường số 10,tertiary
408226076,4,,Đường số 10,tertiary
408226956,4,,Đường số 10,tertiary
408229568,4,,Võ Văn Ngân,tertiary
408229570,4,,Đặng Văn Bi,tertiary
408235684,4,,Hồng Lạc,tertiary
408239458,4,,Ngô Quyền,tertiary
408240893,2,,Cách Mạng Tháng Tám,primary
408241500,1,,Vòng xoay Điện Biên Phủ,trunk
408242098,4,,Đường số 10,tertiary
408245967,1,50,Điện Biên Phủ,trunk
408246127,2,,Ðiện Biên Phủ,primary
408246385,4,,Bắc Hải,tertiary
408246393,2,,Ðiện Biên Phủ,primary
408246548,2,,Ðiện Biên Phủ,primary
408247778,4,,Đinh Tiên Hoàng,tertiary
408247779,2,,Đinh Tiên Hoàng,primary
408247780,2,,Bạch Đằng,primary
408250489,4,,Võ Văn Ngân,tertiary
408251037,4,,Nguyễn Xuân Khoát,unclassified
408251572,4,,Đông Hồ,tertiary
408257206,4,,Nguyễn Đức Thuận,unclassified
408261757,4,,Đường số 1,tertiary
408271210,4,,Đường Số 1,unclassified
408278166,4,,An Dương Vương,tertiary
408278168,4,,Đường số 34,unclassified
408281242,4,,Nguyễn Văn Nghi,tertiary
